policy_number,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,has_umbrella_coverage,total_premiums_paid,Contract Years,insured_sex,insured_education_level,insured_occupation,insured_hobbies,hobby_risk_level,insured_relationship,months_as_customer,customer_category,capital-gains,capital-loss,insured_zip,age_category,incident_date,days_until_incident,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,incident_time_of_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,authorities_contacted,total_claim_amount,injury_claim,property_claim,vehicle_claim,per_person_limit,per_event_limit,auto_make,auto_model,auto_year,fraud_reported_mapped,fraud_reported
228403,41.0,2004-04-20,Indiana,100/300,1000.0,1435.09,0,False,30256.48,21,FEMALE,College,machine-op-inspct,bungie-jumping,High Risk,not-in-family,253,Long-Term Client,36600.0,0,471519,Middle Aged,2015-01-11,3918,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbrook,7069 4th Hwy,17,Afternoon,1,NO,2,0,Unknown,Police,56610.0,6290.0,6290.0,44030,100,300,Chevrolet,Tahoe,1995,0,N
209177,30.0,2009-11-17,Indiana,500/1000,500.0,1448.54,0,False,18348.17,13,FEMALE,JD,craft-repair,polo,Medium Risk,wife,152,Long-Term Client,58600.0,0,618682,Young Adult,2015-02-11,1912,Single Vehicle Collision,Side Collision,Major Damage,VA,Northbrook,5093 Flute Lane,9,Morning,1,YES,1,1,Unknown,Fire,84590.0,7690.0,7690.0,69210,500,1000,Toyota,Highlander,2000,1,Y
497929,38.0,2009-09-19,Ohio,250/500,500.0,1733.56,0,False,23114.13,13,MALE,High School,sales,sleeping,Low Risk,wife,160,Long-Term Client,0.0,-43800,441425,Middle Aged,2015-01-09,1938,Multi-vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,5894 Flute Drive,13,Afternoon,3,NO,2,1,YES,Fire,66780.0,7420.0,14840.0,44520,250,500,Mercedes,ML350,1996,0,N
735844,36.0,2009-11-08,Indiana,100/300,500.0,1533.07,0,False,7154.33,5,MALE,JD,farming-fishing,exercise,Medium Risk,own-child,56,Established Client,0.0,-28800,609336,Middle Aged,2015-01-20,1899,Single Vehicle Collision,Rear Collision,Major Damage,NC,Springfield,8459 Apache Ave,13,Afternoon,1,YES,1,2,YES,Police,58500.0,0.0,6500.0,52000,100,300,Ford,Escape,2001,0,N
710741,41.0,2001-09-12,Illinois,100/300,500.0,1106.77,0,False,26378.02,24,FEMALE,College,prof-specialty,golf,Low Risk,other-relative,286,Long-Term Client,45500.0,-62500,603320,Middle Aged,2015-02-26,4915,Parked Car,Unknown,Trivial Damage,WV,Columbus,7447 Lincoln Ridge,3,Late Night,1,Unknown,2,0,NO,Police,5000.0,500.0,500.0,4000,100,300,Dodge,RAM,2003,0,N
276804,29.0,1992-11-27,Illinois,100/300,500.0,995.7,5000000,True,248.92,0,FEMALE,JD,priv-house-serv,chess,Low Risk,unmarried,3,New Client,0.0,0,615446,Young Adult,2015-02-02,8102,Parked Car,Unknown,Trivial Damage,PA,Springfield,1821 Andromedia Ridge,3,Late Night,1,Unknown,2,1,Unknown,Police,5000.0,500.0,1000.0,3500,100,300,Mercedes,E400,2008,1,Y
507545,41.0,1998-12-07,Illinois,250/500,1000.0,1298.85,6000000,True,30955.92,24,FEMALE,High School,sales,camping,Low Risk,other-relative,286,Long-Term Client,71300.0,-70300,435967,Middle Aged,2015-01-04,5872,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,6859 Flute Ridge,16,Afternoon,3,Unknown,1,3,YES,Ambulance,54450.0,6050.0,12100.0,36300,250,500,Saab,92x,2007,0,N
485642,38.0,1990-08-25,Ohio,250/500,1000.0,1276.73,5000000,True,25428.21,20,FEMALE,Masters,handlers-cleaners,bungie-jumping,High Risk,other-relative,239,Long-Term Client,0.0,0,610246,Middle Aged,2015-02-19,8944,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbrook,4175 Elm Ridge,12,Afternoon,3,NO,1,3,Unknown,Police,61920.0,6880.0,6880.0,48160,250,500,Saab,93,2003,0,N
796375,29.0,2011-10-22,Ohio,250/500,2000.0,1202.28,0,False,6412.16,5,MALE,High School,exec-managerial,cross-fit,Medium Risk,other-relative,64,Established Client,0.0,-61400,479327,Young Adult,2015-01-12,1178,Single Vehicle Collision,Side Collision,Minor Damage,VA,Hillsdale,5007 Oak St,4,Late Night,1,Unknown,1,2,NO,Ambulance,43700.0,4370.0,4370.0,34960,250,500,Nissan,Pathfinder,2007,1,Y
171183,31.0,1990-02-01,Indiana,100/300,500.0,671.92,0,False,5487.35,8,MALE,Masters,machine-op-inspct,bungie-jumping,High Risk,wife,98,Established Client,0.0,-26400,468300,Middle Aged,2015-01-24,9123,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,5790 Flute Ridge,3,Late Night,1,Unknown,2,0,Unknown,Other,64080.0,7120.0,7120.0,49840,100,300,Ford,Escape,1997,0,N
110084,35.0,1990-11-27,Illinois,250/500,1000.0,1358.03,0,False,1810.71,1,MALE,JD,sales,chess,Low Risk,own-child,16,New Client,59300.0,-31400,612660,Middle Aged,2015-02-17,8848,Single Vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,8704 Britain Lane,0,Late Night,1,NO,2,1,Unknown,Other,55000.0,10000.0,10000.0,35000,250,500,Volkswagen,Jetta,2008,1,Y
714784,27.0,2004-07-16,Indiana,250/500,1000.0,1008.79,4000000,True,5884.61,6,FEMALE,Masters,adm-clerical,video-games,Low Risk,own-child,70,Established Client,46000.0,0,466691,Young Adult,2015-01-13,3833,Vehicle Theft,Unknown,Trivial Damage,WV,Columbus,7816 MLK Lane,19,Evening,1,NO,2,3,Unknown,Police,4400.0,0.0,550.0,3850,250,500,Toyota,Camry,2000,0,N
143924,27.0,1993-12-10,Ohio,100/300,1000.0,1141.1,0,False,7131.87,6,MALE,JD,armed-forces,movies,Low Risk,other-relative,75,Established Client,0.0,0,468515,Young Adult,2015-02-28,7750,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,3618 Maple Lane,15,Afternoon,2,Unknown,0,1,YES,Police,71640.0,5970.0,11940.0,53730,100,300,Toyota,Highlander,2008,0,N
996850,44.0,1995-03-08,Ohio,100/300,1000.0,1397.0,0,False,28638.5,20,MALE,High School,machine-op-inspct,reading,Low Risk,not-in-family,246,Long-Term Client,0.0,0,614521,Middle Aged,2015-01-03,7241,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,7705 Lincoln Drive,6,Morning,1,NO,1,0,NO,Other,61740.0,6860.0,6860.0,48020,100,300,Accura,MDX,1997,0,N
284834,27.0,2009-08-03,Ohio,500/1000,1000.0,1664.66,0,False,15259.38,9,FEMALE,Associate,priv-house-serv,golf,Low Risk,own-child,110,Established Client,0.0,-66200,465921,Young Adult,2015-02-05,2012,Single Vehicle Collision,Side Collision,Total Loss,SC,Springfield,8602 Washington Ridge,3,Late Night,1,Unknown,0,3,Unknown,Ambulance,57500.0,5750.0,5750.0,46000,500,1000,Audi,A3,2010,0,N
830878,39.0,1996-11-03,Indiana,250/500,1000.0,1151.39,4000000,True,22644.0,20,FEMALE,Masters,exec-managerial,reading,Low Risk,wife,236,Long-Term Client,0.0,-63900,604555,Middle Aged,2015-01-01,6633,Parked Car,Unknown,Minor Damage,NY,Springfield,2832 Andromedia Lane,17,Afternoon,1,YES,0,0,Unknown,Police,8700.0,870.0,1740.0,6090,250,500,Accura,RSX,2003,0,N
270208,46.0,2004-08-09,Ohio,100/300,2000.0,1546.01,0,False,34398.72,22,FEMALE,MD,adm-clerical,polo,Medium Risk,wife,267,Long-Term Client,0.0,0,616276,Middle Aged,2015-01-06,3802,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,9760 4th Hwy,4,Late Night,4,NO,2,1,Unknown,Police,77100.0,15420.0,7710.0,53970,100,300,Volkswagen,Jetta,1996,0,N
407958,57.0,1991-07-20,Illinois,250/500,500.0,1063.67,0,False,41039.93,39,MALE,Masters,priv-house-serv,dancing,Medium Risk,wife,463,Long-Term Client,0.0,0,463356,Elderly,2015-02-03,8599,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,2509 Rock Drive,14,Afternoon,1,NO,2,0,YES,Police,59400.0,6600.0,6600.0,46200,250,500,Dodge,Neon,1995,0,N
832300,46.0,2005-01-14,Indiana,100/300,1000.0,709.14,0,False,17905.78,25,MALE,Masters,machine-op-inspct,kayaking,Medium Risk,husband,303,Long-Term Client,0.0,0,450184,Middle Aged,2015-02-12,3681,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,2063 Weaver St,3,Late Night,3,NO,1,0,NO,Fire,54890.0,9980.0,4990.0,39920,100,300,Toyota,Corolla,2006,0,N
927205,30.0,2011-12-16,Illinois,250/500,500.0,1039.55,0,False,11868.2,11,MALE,MD,exec-managerial,kayaking,Medium Risk,unmarried,137,Established Client,55600.0,-59700,466393,Young Adult,2015-02-16,1158,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Columbus,3818 Texas Ridge,4,Late Night,3,Unknown,2,1,Unknown,Other,74030.0,6730.0,13460.0,53840,250,500,Chevrolet,Tahoe,2005,0,N
655356,42.0,1996-07-07,Illinois,250/500,500.0,1339.39,0,False,6250.49,5,FEMALE,Associate,adm-clerical,chess,Low Risk,not-in-family,56,Established Client,0.0,0,471786,Middle Aged,2015-02-25,6807,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,3929 Elm Ave,13,Afternoon,1,Unknown,1,2,YES,Other,61490.0,11180.0,11180.0,39130,250,500,BMW,X5,1998,0,N
831053,27.0,1992-08-05,Indiana,250/500,1000.0,1202.75,0,False,7517.19,6,MALE,High School,handlers-cleaners,board-games,Low Risk,not-in-family,75,Established Client,57900.0,-90100,602289,Young Adult,2015-01-21,8204,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Northbrook,9911 Britain Lane,23,Evening,3,NO,0,2,YES,Police,79560.0,6630.0,13260.0,59670,250,500,Volkswagen,Passat,2003,0,N
432740,33.0,1990-10-09,Illinois,100/300,2000.0,1081.17,0,False,11802.77,11,MALE,MD,sales,yachting,Low Risk,wife,131,Established Client,0.0,-65200,445120,Middle Aged,2015-01-28,8877,Parked Car,Unknown,Minor Damage,NY,Northbend,3246 Britain Ridge,3,Late Night,1,Unknown,0,1,NO,Police,4900.0,490.0,490.0,3920,100,300,Toyota,Camry,2010,0,N
893853,34.0,1994-02-27,Illinois,250/500,500.0,991.39,0,False,12640.22,13,MALE,High School,tech-support,paintball,High Risk,other-relative,153,Long-Term Client,45600.0,-61400,449260,Middle Aged,2015-02-27,7670,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,2696 Cherokee Ridge,0,Late Night,3,Unknown,1,0,NO,Other,77770.0,14140.0,14140.0,49490,250,500,Nissan,Pathfinder,2000,0,N
594988,43.0,2007-05-06,Indiana,500/1000,500.0,984.02,0,False,20910.42,21,FEMALE,JD,transport-moving,board-games,Low Risk,unmarried,255,Long-Term Client,75800.0,0,472724,Middle Aged,2015-02-10,2837,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,5249 4th Ave,14,Afternoon,2,Unknown,2,2,Unknown,Fire,74700.0,7470.0,14940.0,52290,500,1000,Nissan,Maxima,2007,1,Y
979544,26.0,2014-04-21,Illinois,100/300,500.0,1354.83,0,False,11628.96,9,MALE,MD,tech-support,sleeping,Low Risk,husband,103,Established Client,66300.0,0,475173,Young Adult,2015-01-18,272,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,4721 Cherokee Hwy,14,Afternoon,2,NO,2,2,Unknown,Police,40600.0,4060.0,4060.0,32480,100,300,Volkswagen,Passat,2010,0,N
191891,28.0,2010-02-11,Ohio,100/300,1000.0,830.31,0,False,6711.67,8,MALE,JD,farming-fishing,video-games,Low Risk,husband,97,Established Client,0.0,-32600,443854,Young Adult,2015-01-13,1797,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,8212 Flute Ridge,22,Evening,1,Unknown,1,0,Unknown,Ambulance,45270.0,10060.0,10060.0,25150,100,300,Jeep,Wrangler,2006,0,N
831479,36.0,2000-06-04,Illinois,100/300,2000.0,987.42,7000000,True,17608.99,18,FEMALE,Associate,machine-op-inspct,kayaking,Medium Risk,own-child,214,Long-Term Client,0.0,0,461418,Middle Aged,2015-01-31,5354,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,3592 MLK Ridge,17,Afternoon,3,NO,0,3,Unknown,Ambulance,47080.0,4280.0,8560.0,34240,100,300,Saab,93,2006,0,N
714346,57.0,1991-10-05,Ohio,500/1000,500.0,1119.29,0,False,40854.08,36,FEMALE,MD,machine-op-inspct,chess,Low Risk,husband,438,Long-Term Client,0.0,0,616164,Elderly,2015-01-15,8503,Single Vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,6494 4th Ave,14,Afternoon,1,Unknown,0,0,NO,Police,40700.0,4070.0,4070.0,32560,500,1000,Volkswagen,Passat,2000,1,Y
326289,27.0,2004-01-03,Ohio,100/300,500.0,1048.39,0,False,7600.83,7,FEMALE,Masters,transport-moving,polo,Medium Risk,own-child,87,Established Client,0.0,0,620962,Young Adult,2015-02-13,4059,Single Vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,6608 Apache Lane,2,Late Night,1,Unknown,2,1,YES,Police,34650.0,6300.0,3150.0,25200,100,300,Ford,F150,1996,0,N
944537,28.0,1992-07-23,Ohio,500/1000,1000.0,1074.47,0,False,2417.56,2,MALE,MD,protective-serv,camping,Low Risk,wife,27,Established Client,0.0,0,465201,Young Adult,2015-02-13,8240,Parked Car,Unknown,Trivial Damage,WV,Riverwood,1553 Lincoln St,4,Late Night,1,Unknown,2,0,Unknown,Police,3200.0,400.0,400.0,2400,500,1000,Jeep,Grand Cherokee,2012,0,N
779156,42.0,1993-10-10,Illinois,500/1000,1000.0,1230.76,0,False,21128.05,17,MALE,High School,machine-op-inspct,yachting,Low Risk,unmarried,206,Long-Term Client,0.0,-74200,470488,Middle Aged,2015-01-03,7755,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,7628 4th Lane,2,Late Night,1,Unknown,1,1,NO,Fire,78980.0,7180.0,14360.0,57440,500,1000,Saab,92x,1997,1,Y
856153,31.0,2002-07-09,Ohio,500/1000,500.0,1255.02,0,False,13282.3,11,MALE,Associate,sales,reading,Low Risk,not-in-family,127,Established Client,58200.0,0,462250,Middle Aged,2015-01-13,4571,Parked Car,Unknown,Minor Damage,SC,Riverwood,3028 5th St,10,Morning,1,YES,1,0,NO,None,6160.0,560.0,1120.0,4480,500,1000,Nissan,Ultima,1996,0,N
473338,60.0,2010-11-14,Indiana,100/300,1000.0,1555.52,0,False,54702.45,35,FEMALE,MD,machine-op-inspct,hiking,Low Risk,own-child,422,Long-Term Client,43600.0,-67800,436408,Elderly,2015-02-14,1553,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,8949 Rock Hwy,11,Morning,1,YES,1,1,NO,Ambulance,85250.0,15500.0,7750.0,62000,100,300,Mercedes,E400,1999,0,N
521694,50.0,1997-03-03,Illinois,100/300,2000.0,836.11,5000000,True,21111.78,25,MALE,Masters,sales,camping,Low Risk,not-in-family,303,Long-Term Client,0.0,0,464230,Middle Aged,2015-01-20,6532,Multi-vehicle Collision,Side Collision,Major Damage,SC,Springfield,9751 Tree St,1,Late Night,4,YES,1,2,NO,Fire,72840.0,12140.0,6070.0,54630,100,300,Dodge,Neon,2010,0,N
136520,40.0,1997-03-01,Indiana,100/300,500.0,1450.98,0,False,27568.62,19,MALE,Associate,exec-managerial,base-jumping,High Risk,husband,228,Long-Term Client,43700.0,0,478609,Middle Aged,2015-01-18,6532,Parked Car,Unknown,Trivial Damage,WV,Northbend,4702 Texas Drive,20,Evening,1,Unknown,0,2,NO,Police,6050.0,1100.0,1100.0,3850,100,300,Toyota,Camry,2010,0,N
730819,39.0,1990-08-18,Indiana,250/500,2000.0,625.08,0,False,12449.51,20,FEMALE,JD,protective-serv,hiking,Low Risk,wife,239,Long-Term Client,44200.0,-37000,437156,Middle Aged,2015-01-03,8904,Single Vehicle Collision,Front Collision,Major Damage,SC,Riverwood,2757 4th Hwy,10,Morning,1,NO,2,3,YES,Fire,87890.0,15980.0,7990.0,63920,250,500,BMW,X6,2014,1,Y
912665,47.0,2014-05-28,Illinois,100/300,2000.0,1133.27,0,False,31164.92,28,FEMALE,High School,craft-repair,chess,Low Risk,wife,330,Long-Term Client,0.0,-56400,432218,Middle Aged,2015-03-01,277,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbrook,6678 Weaver Drive,20,Evening,2,Unknown,0,2,YES,Other,60500.0,11000.0,5500.0,44000,100,300,Ford,F150,1999,1,Y
469966,35.0,2004-07-22,Indiana,500/1000,500.0,1366.6,0,False,14577.07,11,FEMALE,MD,machine-op-inspct,kayaking,Medium Risk,other-relative,128,Established Client,0.0,0,620493,Middle Aged,2015-01-01,3815,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Columbus,8667 Weaver Lane,10,Morning,3,Unknown,2,1,NO,Fire,88220.0,16040.0,16040.0,56140,500,1000,Chevrolet,Malibu,2008,0,N
952300,37.0,2009-08-02,Ohio,500/1000,1000.0,1439.9,6000000,True,17638.78,12,FEMALE,Associate,prof-specialty,video-games,Low Risk,husband,147,Established Client,0.0,-48400,475391,Middle Aged,2015-01-29,2006,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,4931 Maple Drive,2,Late Night,2,NO,1,2,NO,Other,53680.0,9760.0,4880.0,39040,500,1000,Accura,MDX,2004,0,N
322609,45.0,2007-07-05,Ohio,500/1000,1000.0,1230.69,0,False,29434.0,24,MALE,Masters,transport-moving,golf,Low Risk,not-in-family,287,Long-Term Client,0.0,-54600,440720,Middle Aged,2015-01-10,2746,Single Vehicle Collision,Front Collision,Minor Damage,VA,Springfield,3808 5th Ave,19,Evening,1,NO,0,2,NO,Fire,53800.0,5380.0,5380.0,43040,500,1000,Accura,MDX,2006,0,N
890280,29.0,2010-01-24,Ohio,100/300,2000.0,1307.68,0,False,15474.21,12,FEMALE,MD,craft-repair,dancing,Medium Risk,husband,142,Established Client,0.0,-48500,606942,Young Adult,2015-01-29,1831,Single Vehicle Collision,Rear Collision,Major Damage,NY,Columbus,1725 Solo Lane,10,Morning,1,YES,1,2,NO,Police,54360.0,4530.0,9060.0,40770,100,300,Mercedes,E400,1995,1,Y
431583,35.0,2000-05-15,Illinois,500/1000,2000.0,1124.69,0,False,15183.32,14,FEMALE,Masters,handlers-cleaners,bungie-jumping,High Risk,husband,162,Long-Term Client,0.0,0,446971,Middle Aged,2015-02-20,5394,Single Vehicle Collision,Side Collision,Major Damage,WV,Arlington,8097 Maple Lane,14,Afternoon,1,YES,0,3,YES,Police,54340.0,9880.0,4940.0,39520,500,1000,Toyota,Camry,2001,0,N
155912,35.0,2008-03-21,Ohio,100/300,1000.0,1520.78,0,False,17742.43,12,FEMALE,High School,craft-repair,chess,Low Risk,wife,140,Established Client,0.0,-42900,470538,Middle Aged,2015-01-21,2497,Parked Car,Unknown,Trivial Damage,SC,Columbus,3320 5th Hwy,5,Late Night,1,Unknown,0,2,YES,None,2860.0,520.0,260.0,2080,100,300,Chevrolet,Tahoe,1997,1,Y
110143,28.0,1990-05-07,Ohio,100/300,2000.0,1609.11,0,False,14213.8,9,MALE,High School,craft-repair,polo,Medium Risk,own-child,106,Established Client,0.0,0,601177,Young Adult,2015-01-18,9022,Vehicle Theft,Unknown,Minor Damage,WV,Hillsdale,9573 2nd Ave,8,Morning,1,YES,2,1,YES,Police,5490.0,0.0,1220.0,4270,100,300,Saab,95,1999,0,N
808544,45.0,1991-02-05,Illinois,500/1000,1000.0,1358.91,0,False,33066.81,24,MALE,Masters,craft-repair,dancing,Medium Risk,unmarried,292,Long-Term Client,0.0,0,451470,Middle Aged,2015-01-09,8739,Vehicle Theft,Unknown,Trivial Damage,WV,Northbend,8336 1st Ridge,4,Late Night,1,NO,0,2,Unknown,Police,7370.0,670.0,1340.0,5360,500,1000,Suburu,Impreza,1997,0,N
409074,34.0,1992-03-19,Ohio,500/1000,500.0,1295.87,0,False,3671.63,3,FEMALE,PhD,priv-house-serv,chess,Low Risk,husband,34,Established Client,0.0,0,438529,Middle Aged,2015-01-13,8335,Multi-vehicle Collision,Side Collision,Major Damage,NC,Columbus,3998 4th Hwy,4,Late Night,3,Unknown,1,0,NO,Ambulance,50800.0,5080.0,5080.0,40640,500,1000,Audi,A3,1997,1,Y
824728,48.0,2013-04-24,Illinois,250/500,500.0,1161.03,5000000,True,28058.22,24,MALE,Associate,adm-clerical,video-games,Low Risk,not-in-family,290,Long-Term Client,45300.0,0,469742,Middle Aged,2015-02-13,660,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,3966 Oak Hwy,20,Evening,2,Unknown,1,1,Unknown,Fire,41520.0,5190.0,5190.0,31140,250,500,Nissan,Ultima,2014,0,N
606037,38.0,2009-04-10,Ohio,500/1000,2000.0,1441.06,0,False,21856.08,15,FEMALE,Masters,armed-forces,movies,Low Risk,husband,182,Long-Term Client,53800.0,-78300,435534,Middle Aged,2015-01-08,2099,Single Vehicle Collision,Side Collision,Total Loss,NY,Riverwood,7601 Andromedia Lane,18,Evening,1,Unknown,2,3,YES,Police,89650.0,8150.0,16300.0,65200,500,1000,Dodge,RAM,2005,0,N
636843,55.0,2008-12-01,Ohio,100/300,1000.0,1097.99,0,False,33122.7,30,FEMALE,JD,other-service,base-jumping,High Risk,unmarried,362,Long-Term Client,44400.0,-71500,442239,Middle Aged,2015-02-17,2269,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,5160 2nd Hwy,0,Late Night,3,NO,0,3,NO,Police,39690.0,0.0,0.0,39690,100,300,Suburu,Legacy,1998,0,N
111874,32.0,2000-07-05,Illinois,500/1000,1000.0,1464.42,0,False,17451.0,12,FEMALE,High School,exec-managerial,golf,Low Risk,husband,143,Established Client,79900.0,0,468986,Middle Aged,2015-01-15,5307,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,3288 Tree Lane,1,Late Night,1,Unknown,2,0,NO,Ambulance,62260.0,5660.0,5660.0,50940,500,1000,Saab,92x,1995,0,N
439844,38.0,2014-06-11,Illinois,250/500,500.0,1543.68,0,False,23541.12,15,FEMALE,Masters,prof-specialty,paintball,High Risk,not-in-family,183,Long-Term Client,20200.0,0,606988,Middle Aged,2015-01-24,227,Single Vehicle Collision,Side Collision,Major Damage,NC,Hillsdale,5874 1st Hwy,17,Afternoon,1,NO,0,1,YES,Police,51920.0,9440.0,4720.0,37760,250,500,Audi,A3,2001,1,Y
463513,40.0,1995-04-23,Illinois,250/500,500.0,1390.89,5000000,True,29440.51,21,MALE,College,armed-forces,bungie-jumping,High Risk,wife,254,Long-Term Client,0.0,-74400,453719,Middle Aged,2015-02-28,7251,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,6467 Best Ave,23,Evening,1,Unknown,2,2,Unknown,Other,53460.0,9720.0,4860.0,38880,250,500,Volkswagen,Jetta,2009,0,N
577858,43.0,1990-09-16,Ohio,100/300,2000.0,1148.58,0,False,23833.03,21,FEMALE,MD,adm-clerical,golf,Low Risk,not-in-family,249,Long-Term Client,0.0,-71200,475524,Middle Aged,2015-02-16,8919,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,6309 5th Ave,4,Late Night,3,YES,2,1,YES,Fire,57100.0,5710.0,5710.0,45680,100,300,Honda,CRV,2014,0,N
607351,36.0,1998-12-11,Indiana,250/500,500.0,1616.26,0,False,22762.33,14,MALE,High School,exec-managerial,yachting,Low Risk,unmarried,169,Long-Term Client,50700.0,-57600,617804,Middle Aged,2015-02-09,5904,Multi-vehicle Collision,Front Collision,Total Loss,NY,Springfield,8212 Rock Ave,0,Late Night,3,NO,2,3,Unknown,Ambulance,77440.0,14080.0,7040.0,56320,250,500,Dodge,Neon,2004,0,N
682754,40.0,1995-10-09,Illinois,500/1000,500.0,1398.94,0,False,27395.91,20,MALE,College,craft-repair,bungie-jumping,High Risk,husband,235,Long-Term Client,0.0,0,613399,Middle Aged,2015-01-24,7047,Single Vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,4107 MLK Ridge,11,Morning,1,NO,1,2,NO,Ambulance,68300.0,6830.0,13660.0,47810,500,1000,Suburu,Forrestor,2003,0,N
757352,32.0,1999-12-21,Ohio,500/1000,1000.0,1238.92,0,False,11563.25,9,MALE,Associate,other-service,base-jumping,High Risk,other-relative,112,Established Client,57800.0,-53700,453400,Middle Aged,2015-02-11,5531,Parked Car,Unknown,Trivial Damage,NY,Arlington,4558 3rd Hwy,4,Late Night,1,Unknown,0,2,Unknown,None,5060.0,460.0,920.0,3680,500,1000,Honda,CRV,2012,0,N
307469,32.0,2002-07-28,Illinois,100/300,1000.0,968.46,0,False,1291.28,1,MALE,MD,tech-support,chess,Low Risk,not-in-family,16,New Client,50800.0,-66200,615767,Middle Aged,2015-01-27,4566,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,1762 Maple Hwy,0,Late Night,3,Unknown,0,2,Unknown,Ambulance,59400.0,6600.0,13200.0,39600,100,300,Dodge,RAM,1995,1,Y
526296,31.0,1993-08-03,Illinois,100/300,500.0,1045.12,0,False,11147.95,11,FEMALE,High School,transport-moving,cross-fit,Medium Risk,other-relative,128,Established Client,0.0,-28300,615311,Middle Aged,2015-01-19,7839,Multi-vehicle Collision,Side Collision,Major Damage,NY,Springfield,5532 Francis Lane,2,Late Night,3,NO,0,2,Unknown,Ambulance,69930.0,0.0,15540.0,54390,100,300,Ford,Escape,2013,1,Y
658816,27.0,2007-12-16,Indiana,100/300,1000.0,1537.33,0,False,13195.42,9,FEMALE,College,handlers-cleaners,board-games,Low Risk,husband,103,Established Client,0.0,-74800,468470,Young Adult,2015-02-20,2623,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,6158 Sky Ridge,11,Morning,3,YES,1,1,NO,Police,77700.0,7770.0,15540.0,54390,100,300,Jeep,Wrangler,2008,0,N
